Date,Total production [Wh],Total consumption [Wh],Own consumption [Wh] (consumption of own energy),Cost From Grid [c-kWh],Feed In Tarrif [c-kWh]
07-Jun-22,11134.1217,28141.1217,6331.1217,29.7,7.1
08-Jun-22,6974.8461,35574.8461,6397.8461,29.7,7.1
09-Jun-22,6130.3164,27988.3164,3111.3164,22.6875,6.7
10-Jun-22,6723.3622,27108.3622,6099.3622,22.6875,6.7
11-Jun-22,5333.2289,31567.2289,5231.2289,22.6875,6.7
12-Jun-22,7219.7792,27633.7792,5040.7792,22.6875,6.7
13-Jun-22,6757.3567,29119.3567,6046.3567,22.6875,6.7
14-Jun-22,8139.9486,19737.9486,3271.9486,22.6875,6.7
15-Jun-22,6078.8286,25549.8286,4343.8286,22.6875,6.7
16-Jun-22,6520.4278,23333.4278,3662.4278,22.6875,6.7
17-Jun-22,7781.7767,6604.7767,1189.7767,22.6875,6.7
18-Jun-22,14817.0739,3254.0739,1373.0739,22.6875,6.7
19-Jun-22,13418.24,3201.24,1338.24,22.6875,6.7
20-Jun-22,9963.4567,3129.4567,1234.4567,22.6875,6.7
21-Jun-22,10184.8789,3286.8789,1266.8789,22.6875,6.7
22-Jun-22,6923.9964,3032.9964,1152.9964,22.6875,6.7
23-Jun-22,7986.7406,3065.7406,1237.7406,22.6875,6.7
24-Jun-22,9418.5386,3126.5386,1247.5386,22.6875,6.7
25-Jun-22,11465.4208,3163.4208,1296.4208,22.6875,6.7
26-Jun-22,5223.4444,3132.4444,1104.4444,22.6875,6.7
27-Jun-22,6350.5606,6923.5606,1136.5606,22.6875,6.7
28-Jun-22,9536.7897,26560.7897,5895.7897,22.6875,6.7
29-Jun-22,7871.4475,21602.4475,5357.4475,22.6875,6.7
30-Jun-22,13455.6381,21859.6381,4098.6381,22.6875,6.7
01-Jul-22,8612.7531,22106.7531,6069.7531,22.6875,6.7
02-Jul-22,12050.63,26334.63,6578.63,22.6875,6.7
03-Jul-22,9970.5953,34015.5953,7259.5953,22.6875,6.7
04-Jul-22,15717.8061,29216.8061,5367.8061,22.6875,6.7
05-Jul-22,14290.2394,25364.2394,4479.2394,22.6875,6.7
06-Jul-22,15876.6422,35286.6422,9205.6422,22.6875,6.7
07-Jul-22,9699.5842,40402.5842,8960.5842,22.6875,6.7
08-Jul-22,8594.7014,29323.7014,7111.7014,22.6875,6.7
09-Jul-22,7958.2047,25487.2047,4231.2047,22.6875,6.7
10-Jul-22,14841.6519,38212.6519,9298.6519,22.6875,6.7
11-Jul-22,13815.6706,37749.6706,5675.6706,22.6875,6.7
12-Jul-22,3746.2364,28876.2364,3702.2364,22.6875,6.7
13-Jul-22,11302.9372,27859.9372,6239.9372,22.6875,6.7
14-Jul-22,6153.6069,27189.6069,4390.6069,22.6875,6.7
15-Jul-22,12211.2656,28025.2656,6115.2656,22.6875,6.7
16-Jul-22,7383.0381,25355.0381,4263.0381,22.6875,6.7
17-Jul-22,9875.9603,28587.9603,6171.9603,22.6875,6.7
18-Jul-22,11744.7231,31367.7231,4776.7231,22.6875,6.7
19-Jul-22,17367.5992,25869.5992,4922.5992,22.6875,6.7
20-Jul-22,17292.0444,34175.0444,9956.0444,22.6875,6.7
21-Jul-22,16882.17,28221.17,5217.17,22.6875,6.7
22-Jul-22,15287.8569,32763.8569,7255.8569,22.6875,6.7
23-Jul-22,5569.6572,23643.6572,4852.6572,22.6875,6.7
24-Jul-22,14709.2925,24924.2925,6653.2925,22.6875,6.7
25-Jul-22,4564.4928,22976.4928,3495.4928,22.6875,6.7
26-Jul-22,8358.8017,22424.8017,5748.8017,22.6875,6.7
27-Jul-22,8888.4983,29553.4983,6583.4983,22.6875,6.7
28-Jul-22,12278.5356,26190.5356,6052.5356,22.6875,6.7
29-Jul-22,13140.2856,36311.2856,9945.2856,22.6875,6.7
30-Jul-22,19102.2575,38687.2575,10031.2575,22.6875,6.7
31-Jul-22,6423.1094,26498.1094,4129.1094,22.6875,6.7
01-Aug-22,11320.0897,28860.0897,7742.0897,22.6875,6.7
02-Aug-22,17276.0269,25784.0269,5684.0269,22.6875,6.7
03-Aug-22,17165.3581,22234.3581,6635.3581,22.6875,6.7
04-Aug-22,10763.5308,17266.5308,3474.5308,22.6875,6.7
05-Aug-22,6607.0942,30143.0942,6247.0942,22.6875,6.7
06-Aug-22,8385.0353,29222.0353,6987.0353,22.6875,6.7
07-Aug-22,15660.8658,29105.8658,9057.8658,22.6875,6.7
08-Aug-22,19958.5272,23666.5272,6204.5272,22.6875,6.7
09-Aug-22,16421.0433,32585.0433,9837.0433,22.6875,6.7
10-Aug-22,12732.285,29175.285,7723.285,22.6875,6.7
11-Aug-22,4953.0239,19698.0239,2482.0239,22.6875,6.7
12-Aug-22,6679.7631,28217.7631,5624.7631,22.6875,6.7
13-Aug-22,15701.0714,27726.0714,6575.0714,22.6875,6.7
14-Aug-22,3870.405,33707.405,3870.405,22.6875,6.7
15-Aug-22,11450.9353,21210.9353,3996.9353,22.6875,6.7
16-Aug-22,10715.3739,24736.3739,5975.3739,22.6875,6.7
17-Aug-22,14139.0158,31947.0158,9866.0158,22.6875,6.7
18-Aug-22,4753.3556,23284.3556,3735.3556,22.6875,6.7
19-Aug-22,17363.9636,28103.9636,8518.9636,22.6875,6.7
20-Aug-22,19527.2544,21384.2544,6530.2544,22.6875,6.7
21-Aug-22,20358.2475,28408.2475,9690.2475,22.6875,6.7
22-Aug-22,11835.7014,25925.7014,5913.7014,22.6875,6.7
23-Aug-22,15996.4275,32973.4275,9190.4275,22.6875,6.7
24-Aug-22,6887.3653,27960.3653,6276.3653,22.6875,6.7
25-Aug-22,11315.2544,26302.2544,7799.2544,22.6875,6.7
26-Aug-22,9198.3058,21405.3058,5041.3058,22.6875,6.7
27-Aug-22,23302.2872,21267.2872,5970.2872,22.6875,6.7
28-Aug-22,18519.5083,17509.5083,6402.5083,22.6875,6.7
29-Aug-22,3988.675,18108.675,2883.675,22.6875,6.7
30-Aug-22,6497.1281,34504.1281,6395.1281,22.6875,6.7
31-Aug-22,22336.8403,30540.8403,13358.8403,22.6875,6.7
01-Sep-22,11711.8758,18425.8758,2334.8758,22.6875,6.7
02-Sep-22,14560.1397,26700.1397,7463.1397,22.6875,6.7
03-Sep-22,12736.1542,32255.1542,7539.1542,22.6875,6.7
04-Sep-22,9495.7856,33651.7856,8775.7856,22.6875,6.7
05-Sep-22,22304.3164,22144.3164,6484.3164,22.6875,6.7
06-Sep-22,22483.2764,23920.2764,8813.2764,22.6875,6.7
07-Sep-22,24394.3697,23884.3697,9011.3697,22.6875,6.7
08-Sep-22,6608.0931,15805.0931,2918.0931,22.6875,6.7
09-Sep-22,19244.13,22458.13,9315.13,22.6875,6.7
10-Sep-22,16696.4881,22407.4881,6237.4881,22.6875,6.7
11-Sep-22,12583.0942,25601.0942,7714.0942,22.6875,6.7
12-Sep-22,17437.595,16185.595,2887.595,22.6875,6.7
13-Sep-22,15563.2889,20832.2889,4010.2889,22.6875,6.7
14-Sep-22,28835.6972,17933.6972,5377.6972,22.6875,6.7
15-Sep-22,13299.27,29337.27,9192.27,22.6875,6.7
16-Sep-22,13738.6108,27988.6108,8491.6108,22.6875,6.7
17-Sep-22,8366.3019,21866.3019,5122.3019,22.6875,6.7
18-Sep-22,12393.5406,26538.5406,6906.5406,22.6875,6.7
19-Sep-22,15782.7067,21851.7067,5483.7067,22.6875,6.7
20-Sep-22,29729.7961,21512.7961,8828.7961,22.6875,6.7
21-Sep-22,11312.8844,20561.8844,7281.8844,22.6875,6.7
22-Sep-22,27549.9169,15612.9169,5645.9169,22.6875,6.7
23-Sep-22,7566.41,15618.41,3669.41,22.6875,6.7
24-Sep-22,23979.8703,20639.8703,7665.8703,22.6875,6.7
25-Sep-22,29659.0228,16382.0228,5358.0228,22.6875,6.7
26-Sep-22,12079.3111,19655.3111,6730.3111,22.6875,6.7
27-Sep-22,12260.9811,20137.9811,6838.9811,22.6875,6.7
28-Sep-22,13931.5103,18942.5103,6068.5103,22.6875,6.7
29-Sep-22,22698.5278,14085.5278,4360.5278,22.6875,6.7
30-Sep-22,23551.1572,19416.1572,8256.1572,22.6875,6.7
01-Oct-22,34307.6186,17755.6186,9114.6186,22.6875,6.7
02-Oct-22,34177.2881,18847.2881,9687.2881,22.6875,6.7
03-Oct-22,29951.9003,11477.9003,3773.9003,22.6875,6.7
04-Oct-22,24238.9469,17859.9469,6543.9469,22.6875,6.7
05-Oct-22,7427.1539,25406.1539,6590.1539,22.6875,6.7
06-Oct-22,26646.7517,10930.7517,3027.7517,22.6875,6.7
07-Oct-22,15387.4914,20547.4914,7359.4914,22.6875,6.7
08-Oct-22,27126.7592,12428.7592,5938.7592,22.6875,6.7
09-Oct-22,26386.9033,23316.9033,12378.9033,22.6875,6.7
10-Oct-22,35525.3197,16691.3197,6103.3197,22.6875,6.7
11-Oct-22,25459.7286,12482.7286,3665.7286,22.6875,6.7
12-Oct-22,6903.8469,16836.8469,5224.8469,22.6875,6.7
13-Oct-22,4943.5294,19714.5294,3282.5294,22.6875,6.7
14-Oct-22,20026.2428,19618.2428,9193.2428,22.6875,6.7
15-Oct-22,21801.2683,17012.2683,8409.2683,22.6875,6.7
16-Oct-22,29713.985,23751.985,12957.985,22.6875,6.7
17-Oct-22,37531.7508,14587.7508,4965.7508,22.6875,6.7
18-Oct-22,27661.0342,15312.0342,5859.0342,22.6875,6.7
19-Oct-22,37356.47,17292.47,7233.47,22.6875,6.7
20-Oct-22,36626.6361,14962.6361,7004.6361,22.6875,6.7
21-Oct-22,20517.5175,14310.5175,6666.5175,22.6875,6.7
22-Oct-22,13688.5911,28584.5911,12126.5911,22.6875,6.7
23-Oct-22,23660.8311,47020.8311,22446.8311,22.6875,6.7
24-Oct-22,21338.6289,10928.6289,5699.6289,22.6875,6.7
25-Oct-22,22837.4397,13237.4397,5888.4397,22.6875,6.7
26-Oct-22,12350.5656,13527.5656,5127.5656,22.6875,6.7
27-Oct-22,11602.7425,19017.7425,7616.7425,22.6875,6.7
28-Oct-22,10336.2575,21714.2575,7303.2575,22.6875,6.7
29-Oct-22,19403.2747,22311.2747,9965.2747,22.6875,6.7
30-Oct-22,30840.4297,20662.4297,11402.4297,22.6875,6.7
31-Oct-22,10961.5111,16355.5111,6776.5111,22.6875,6.7
01-Nov-22,14592.9008,25410.9008,9712.9008,22.6875,6.7
02-Nov-22,22613.5372,27738.5372,12516.5372,22.6875,6.7
03-Nov-22,23977.7378,23182.7378,10731.7378,22.6875,6.7
04-Nov-22,27954.2469,18983.2469,9225.2469,22.6875,6.7
05-Nov-22,31577.2006,17172.2006,8907.2006,22.6875,6.7
06-Nov-22,29298.0364,14848.0364,7202.0364,22.6875,6.7
07-Nov-22,25952.1333,14315.1333,6209.1333,22.6875,6.7
08-Nov-22,15341.6764,5843.6764,3768.6764,22.6875,6.7
09-Nov-22,0,0,0,22.6875,6.7
10-Nov-22,0,0,0,22.6875,6.7
11-Nov-22,0,0,0,22.6875,6.7
12-Nov-22,0,0,0,22.6875,6.7
13-Nov-22,0,0,0,22.6875,6.7
14-Nov-22,10152.5353,15924.2202,4239.4779,22.6875,6.7
15-Nov-22,23094.9725,26127.9725,11973.9725,22.6875,6.7
16-Nov-22,28337.3711,30329.3711,13931.3711,22.6875,6.7
17-Nov-22,12667.8283,21036.8283,6959.8283,22.6875,6.7
18-Nov-22,39071.0183,19960.0183,10980.0183,22.6875,6.7
19-Nov-22,16509.7147,13965.7147,7678.7147,22.6875,6.7
20-Nov-22,26380.3333,18660.3333,9753.3333,22.6875,6.7
21-Nov-22,26689.16,28574.16,12663.16,22.6875,6.7
22-Nov-22,14075.1286,28223.1286,10136.1286,22.6875,6.7
23-Nov-22,19119.4472,22939.4472,9194.4472,22.6875,6.7
24-Nov-22,20029.8094,17370.8094,8717.8094,22.6875,6.7
25-Nov-22,29109.9267,17852.9267,10309.9267,22.6875,6.7
26-Nov-22,29711.1639,16164.1639,8404.1639,22.6875,6.7
27-Nov-22,24286.4183,14009.4183,8616.4183,22.6875,6.7
28-Nov-22,18878.2011,19945.2011,8691.2011,22.6875,6.7
29-Nov-22,36889.9336,11868.9336,6785.9336,22.6875,6.7
30-Nov-22,29667.8672,16913.8672,9187.8672,22.6875,6.7
01-Dec-22,28722.1586,8129.1586,3732.1586,22.6875,6.7
02-Dec-22,41048.2464,14922.2464,10204.2464,22.6875,6.7
03-Dec-22,30624.5492,13337.5492,7834.5492,22.6875,6.7
04-Dec-22,38804.31,18499.31,12196.31,22.6875,6.7
05-Dec-22,13888.7167,10635.7167,4034.7167,22.6875,6.7
06-Dec-22,35465.525,9448.525,4338.525,22.6875,6.7
07-Dec-22,33459.1128,11636.1128,6361.1128,22.6875,6.7
08-Dec-22,34507.3575,19448.3575,9400.3575,22.6875,6.7
09-Dec-22,30849.3697,15120.3697,8754.3697,22.6875,6.7
10-Dec-22,41695.2781,16207.2781,7864.2781,22.6875,6.7
11-Dec-22,21938.1681,15725.1681,6087.1681,22.6875,6.7
12-Dec-22,19569.1281,12169.1281,3212.1281,22.6875,6.7
13-Dec-22,20637.0478,24413.0478,10780.0478,22.6875,6.7
14-Dec-22,29787.1056,26534.1056,13893.1056,22.6875,6.7
15-Dec-22,29649.8389,11789.8389,4792.8389,22.6875,6.7
16-Dec-22,33332.5711,18293.5711,9626.5711,22.6875,6.7
17-Dec-22,42442.0914,13649.0914,6027.0914,22.6875,6.7
18-Dec-22,42584.9567,13486.9567,7044.9567,22.6875,6.7
19-Dec-22,42803.2069,11934.2069,7107.2069,22.6875,6.7
20-Dec-22,41872.8114,8160.8114,4980.8114,22.6875,6.7
21-Dec-22,33928.3567,12039.3567,7352.3567,22.6875,6.7
22-Dec-22,19239.6714,8280.6714,3532.6714,22.6875,6.7
23-Dec-22,36696.8311,5024.8311,3233.8311,22.6875,6.7
24-Dec-22,41436.2647,5005.2647,3391.2647,22.6875,6.7
25-Dec-22,41281.4214,5343.4214,3603.4214,22.6875,6.7
26-Dec-22,38330.2131,5301.2131,3639.2131,22.6875,6.7
27-Dec-22,38639.1681,5547.1681,3672.1681,22.6875,6.7
28-Dec-22,7090.0831,6321.0831,2552.0831,22.6875,6.7
29-Dec-22,27061.7861,17805.7861,12132.7861,22.6875,6.7
30-Dec-22,34235.6683,14886.6683,9450.6683,22.6875,6.7
31-Dec-22,37296.2044,25498.2044,16686.2044,22.6875,6.7
01-Jan-23,33615.7614,25096.7614,14446.7614,22.6875,6.7
02-Jan-23,28836.7681,19325.7681,11725.7681,22.6875,6.7
03-Jan-23,15023.0383,11188.0383,5590.0383,22.6875,6.7
04-Jan-23,15541.0214,13963.0214,5468.0214,22.6875,6.7
05-Jan-23,27426.4061,11849.4061,6156.4061,22.6875,6.7
06-Jan-23,40147.5844,10874.5844,6625.5844,22.6875,6.7
07-Jan-23,38631.645,9029.645,5037.645,22.6875,6.7
08-Jan-23,40800.4208,15309.4208,7871.4208,22.6875,6.7
09-Jan-23,37684.3878,11227.3878,6379.3878,22.6875,6.7
10-Jan-23,33245.7872,13605.7872,7703.7872,22.6875,6.7
11-Jan-23,39900.2978,16351.2978,9569.2978,22.6875,6.7
12-Jan-23,38692.4197,11873.4197,5361.4197,22.6875,6.7
13-Jan-23,32996.8767,14849.8767,6326.8767,22.6875,6.7
14-Jan-23,39130.9708,23722.9708,13330.9708,22.6875,6.7
15-Jan-23,21783.7306,14805.7306,8398.7306,22.6875,6.7
16-Jan-23,35122.5922,10872.5922,5607.5922,22.6875,6.7
17-Jan-23,32739.0614,12513.0614,4973.0614,22.6875,6.7
18-Jan-23,5988.9086,13977.9086,4585.9086,22.6875,6.7
19-Jan-23,27641.6411,6596.6411,3250.6411,22.6875,6.7
20-Jan-23,40455.3156,10772.3156,5788.3156,22.6875,6.7
21-Jan-23,38159.6108,11116.6108,7621.6108,22.6875,6.7
22-Jan-23,31998.3725,14113.3725,8450.3725,22.6875,6.7
23-Jan-23,39657.6236,11489.6236,5220.6236,22.6875,6.7
24-Jan-23,17513.695,10034.695,4600.695,22.6875,6.7
25-Jan-23,34188.8775,11320.8775,6841.8775,22.6875,6.7
26-Jan-23,25568.7458,12495.7458,7256.7458,22.6875,6.7
27-Jan-23,39928.54,10526.54,6431.54,22.6875,6.7
28-Jan-23,22624.6633,14036.6633,7050.6633,22.6875,6.7
29-Jan-23,13519.9447,12851.9447,6121.9447,22.6875,6.7
30-Jan-23,23552.9961,11865.9961,6271.9961,22.6875,6.7
31-Jan-23,35738.6028,10185.6028,4967.6028,22.6875,6.7
01-Feb-23,21656.2114,10380.2114,6317.2114,22.6875,6.7
02-Feb-23,19456.1508,9735.1508,2824.1508,22.6875,6.7
03-Feb-23,22419.4978,20696.4978,8030.4978,22.6875,6.7
04-Feb-23,19267.9547,21483.9547,9851.9547,22.6875,6.7
05-Feb-23,17490.825,18951.825,9760.825,22.6875,6.7
06-Feb-23,24246.8814,13510.8814,7507.8814,22.6875,6.7
07-Feb-23,34553.6011,14452.6011,9452.6011,22.6875,6.7
08-Feb-23,34577.2978,11125.2978,5272.2978,22.6875,6.7
09-Feb-23,37282.9678,8740.9678,3998.9678,22.6875,6.7
10-Feb-23,38007.4925,15050.4925,8439.4925,22.6875,6.7
11-Feb-23,37902.9994,12476.9994,6135.9994,22.6875,6.7
12-Feb-23,31203.0814,14744.0814,7919.0814,22.6875,6.7
13-Feb-23,22386.205,9203.205,3236.205,22.6875,6.7
14-Feb-23,38440.3331,12304.3331,4720.3331,22.6875,6.7
15-Feb-23,29059.8789,13175.8789,6548.8789,22.6875,6.7
16-Feb-23,31296.9456,15533.9456,4861.9456,22.6875,6.7
17-Feb-23,33112.9008,15785.9008,8757.9008,22.6875,6.7
18-Feb-23,32287.3697,13894.3697,7934.3697,22.6875,6.7
19-Feb-23,36611.395,13871.395,6886.395,22.6875,6.7
20-Feb-23,35836.1361,12496.1361,5453.1361,22.6875,6.7
21-Feb-23,33997.4142,12845.4142,6464.4142,22.6875,6.7
22-Feb-23,32874.8736,14460.8736,7647.8736,22.6875,6.7
23-Feb-23,33862.4417,14450.4417,6882.4417,22.6875,6.7
24-Feb-23,34875.9078,15650.9078,6485.9078,22.6875,6.7
25-Feb-23,5741.5564,12069.5564,3918.5564,22.6875,6.7
26-Feb-23,23761.8769,15793.8769,8442.8769,22.6875,6.7
27-Feb-23,9895.5,11620.5,3477.5,22.6875,6.7
28-Feb-23,7911.4639,10504.4639,2653.4639,22.6875,6.7
01-Mar-23,24130.1761,14690.1761,7300.1761,22.6875,6.7
02-Mar-23,11515.6239,13890.6239,4860.6239,22.6875,6.7
03-Mar-23,34625.6042,11627.6042,6352.6042,22.6875,6.7
04-Mar-23,24230.8219,11505.8219,6055.8219,22.6875,6.7
05-Mar-23,24149.4786,10566.4786,3616.4786,22.6875,6.7
06-Mar-23,26538.385,13829.385,6965.385,22.6875,6.7
07-Mar-23,22435.5583,10832.5583,5311.5583,22.6875,6.7
08-Mar-23,19202.4208,17069.4208,6704.4208,22.6875,6.7
09-Mar-23,22280.2786,14388.2786,6511.2786,22.6875,6.7
10-Mar-23,28213.3533,15855.3533,9286.3533,22.6875,6.7
11-Mar-23,30243.5247,10291.5247,4933.5247,22.6875,6.7
12-Mar-23,13483.7717,18753.7717,7199.7717,22.6875,6.7
13-Mar-23,32420.0728,13999.0728,8049.0728,22.6875,6.7
14-Mar-23,26402.9247,9179.9247,3483.9247,22.6875,6.7
15-Mar-23,26353.6622,13149.6622,6753.6622,22.6875,6.7
16-Mar-23,21889.3506,8640.3506,3108.3506,22.6875,6.7
17-Mar-23,31399.1936,11212.1936,6006.1936,22.6875,6.7
18-Mar-23,14280.9922,10224.9922,3514.9922,22.6875,6.7
19-Mar-23,8442.1178,10478.1178,3663.1178,22.6875,6.7
20-Mar-23,30405.2864,9635.2864,2802.2864,22.6875,6.7
21-Mar-23,7469.5322,13160.5322,3485.5322,22.6875,6.7
22-Mar-23,21158.8017,14197.8017,7171.8017,22.6875,6.7
23-Mar-23,21489.9475,8787.9475,2787.9475,22.6875,6.7
24-Mar-23,12670.2297,11105.2297,4207.2297,22.6875,6.7
25-Mar-23,25269.0656,16103.0656,7942.0656,22.6875,6.7
26-Mar-23,19018.39,16414.39,6833.39,22.6875,6.7
27-Mar-23,6726.7439,13371.7439,3306.7439,22.6875,6.7
28-Mar-23,23319.7503,9366.7503,2753.7503,22.6875,6.7
29-Mar-23,10823.895,19608.895,5949.895,22.6875,6.7
30-Mar-23,16434.41,12664.41,2853.41,22.6875,6.7
31-Mar-23,16817.2431,15634.2431,6562.2431,22.6875,6.7
01-Apr-23,13733.6269,15539.6269,4067.6269,22.6875,6.7
02-Apr-23,27150.9428,23353.9428,10958.9428,22.6875,6.7
03-Apr-23,25501.3369,12010.3369,2803.3369,22.6875,6.7
04-Apr-23,21132.6133,10431.6133,2444.6133,22.6875,6.7
05-Apr-23,9296.3453,17318.3453,5804.3453,22.6875,6.7
06-Apr-23,17342.1072,12673.1072,5192.1072,22.6875,6.7
07-Apr-23,11541.4206,16426.4206,5810.4206,22.6875,6.7
08-Apr-23,15394.6444,18866.6444,6076.6444,22.6875,6.7
09-Apr-23,11581.9517,14459.9517,3180.9517,22.6875,6.7
10-Apr-23,10196.2547,22279.2547,7503.2547,22.6875,6.7
11-Apr-23,21784.8589,19003.8589,7113.8589,22.6875,6.7
12-Apr-23,14269.8508,16138.8508,5305.8508,22.6875,6.7
13-Apr-23,16533.7303,12577.7303,2944.7303,22.6875,6.7
14-Apr-23,24399.7917,17207.7917,5534.7917,22.6875,6.7
15-Apr-23,9110.7314,13294.7314,3952.7314,22.6875,6.7
16-Apr-23,10113.5942,26564.5942,7115.5942,22.6875,6.7
17-Apr-23,10217.7289,20976.7289,6406.7289,22.6875,6.7
18-Apr-23,20740.1369,13407.1369,4396.1369,22.6875,6.7
19-Apr-23,14046.4119,22807.4119,7550.4119,22.6875,6.7
20-Apr-23,15676.3092,15835.3092,2571.3092,22.6875,6.7
21-Apr-23,6995.3478,16028.3478,3479.3478,22.6875,6.7
22-Apr-23,12293.1194,14727.1194,4775.1194,22.6875,6.7
23-Apr-23,16039.6403,16535.6403,4579.6403,22.6875,6.7
24-Apr-23,20773.5711,12199.5711,4085.5711,22.6875,6.7
25-Apr-23,18154.3403,13036.3403,4848.3403,22.6875,6.7
26-Apr-23,18924.1589,14692.1589,5027.1589,22.6875,6.7
27-Apr-23,10433.3153,8931.3153,1957.3153,22.6875,6.7
28-Apr-23,10992.7494,10588.7494,2627.7494,22.6875,6.7
29-Apr-23,12864.7994,21828.7994,6724.7994,22.6875,6.7
30-Apr-23,19440.6211,26464.6211,8920.6211,22.6875,6.7
01-May-23,15575.3811,19900.3811,5489.3811,22.6875,6.7
02-May-23,10189.3339,21839.3339,6972.3339,22.6875,6.7
03-May-23,12871.1947,24501.1947,7630.1947,22.6875,6.7
04-May-23,10111.1719,17699.1719,3287.1719,22.6875,6.7
05-May-23,14885.8572,25182.8572,9608.8572,22.6875,6.7
06-May-23,7779.6142,27540.6142,5533.6142,22.6875,6.7
07-May-23,13102.9794,29198.9794,9317.9794,22.6875,6.7
08-May-23,8943.2928,25367.2928,6760.2928,22.6875,6.7
09-May-23,7476.0056,17937.0056,2583.0056,22.6875,6.7
10-May-23,7381.49,30717.49,6546.49,22.6875,6.7
11-May-23,18943.9939,20700.9939,4173.9939,22.6875,6.7
12-May-23,13515.2236,28733.2236,8298.2236,22.6875,6.7
13-May-23,13783.2836,27367.2836,9011.2836,22.6875,6.7
14-May-23,17589.7931,22369.7931,7328.7931,22.6875,6.7
15-May-23,17318.4844,29048.4844,7569.4844,22.6875,6.7
16-May-23,8531.5742,22332.5742,3762.5742,22.6875,6.7
17-May-23,16331.2369,29873.2369,8562.2369,22.6875,6.7
18-May-23,11110.9975,18402.9975,1865.9975,22.6875,6.7
19-May-23,11139.4764,29848.4764,7039.4764,22.6875,6.7
20-May-23,9932.0436,22574.0436,5379.0436,22.6875,6.7
21-May-23,10347.1031,29026.1031,6724.1031,22.6875,6.7
22-May-23,13049.8275,17754.8275,1684.8275,22.6875,6.7
23-May-23,14436.3703,27422.3703,7532.3703,22.6875,6.7
24-May-23,13495.5092,35133.5092,9254.5092,22.6875,6.7
25-May-23,2734.3094,18029.3094,1249.3094,22.6875,6.7
